state,county,fips,fips_state,geolocation
South Dakota,brule,46015,South Dakota 46015,"(43.7181, -99.081)"
South Dakota,buffalo,46017,South Dakota 46017,"(44.0763, -99.205)"
South Dakota,butte,46019,South Dakota 46019,"(44.9058, -103.5081)"
South Dakota,campbell,46021,South Dakota 46021,"(45.7711, -100.0517)"
South Dakota,charles mix,46023,South Dakota 46023,"(43.2079, -98.5879)"
South Dakota,clark,46025,South Dakota 46025,"(44.8582, -97.7295)"
South Dakota,clay,46027,South Dakota 46027,"(42.9146, -96.9757)"
South Dakota,codington,46029,South Dakota 46029,"(44.9778, -97.1887)"
South Dakota,corson,46031,South Dakota 46031,"(45.7087, -101.1969)"
South Dakota,custer,46033,South Dakota 46033,"(43.6776, -103.4515)"
South Dakota,davison,46035,South Dakota 46035,"(43.675, -98.1461)"
South Dakota,day,46037,South Dakota 46037,"(45.3672, -97.6075)"
South Dakota,deuel,46039,South Dakota 46039,"(44.76, -96.668)"
South Dakota,dewey,46041,South Dakota 46041,"(45.1566, -100.8719)"
South Dakota,douglas,46043,South Dakota 46043,"(43.3871, -98.3662)"
South Dakota,edmunds,46045,South Dakota 46045,"(45.4188, -99.2155)"
South Dakota,fall river,46047,South Dakota 46047,"(43.2394, -103.5276)"
South Dakota,faulk,46049,South Dakota 46049,"(45.0711, -99.1453)"
South Dakota,grant,46051,South Dakota 46051,"(45.172, -96.7677)"
South Dakota,gregory,46053,South Dakota 46053,"(43.1924, -99.1856)"
South Dakota,haakon,46055,South Dakota 46055,"(44.2944, -101.54)"
South Dakota,hamlin,46057,South Dakota 46057,"(44.6737, -97.1883)"
South Dakota,hand,46059,South Dakota 46059,"(44.5478, -99.005)"
South Dakota,hanson,46061,South Dakota 46061,"(43.6748, -97.7874)"
South Dakota,harding,46063,South Dakota 46063,"(45.5804, -103.4959)"
South Dakota,hughes,46065,South Dakota 46065,"(44.389, -99.9961)"
South Dakota,hutchinson,46067,South Dakota 46067,"(43.3348, -97.7546)"
South Dakota,hyde,46069,South Dakota 46069,"(44.5474, -99.4871)"
South Dakota,jackson,46071,South Dakota 46071,"(43.6943, -101.6281)"
South Dakota,jerauld,46073,South Dakota 46073,"(44.0664, -98.6298)"
South Dakota,jones,46075,South Dakota 46075,"(43.9604, -100.6896)"
South Dakota,kingsbury,46077,South Dakota 46077,"(44.3696, -97.4915)"
South Dakota,lake,46079,South Dakota 46079,"(44.022, -97.1294)"
South Dakota,lawrence,46081,South Dakota 46081,"(44.3586, -103.7922)"
South Dakota,lincoln,46083,South Dakota 46083,"(43.2789, -96.7219)"
South Dakota,lyman,46085,South Dakota 46085,"(43.8959, -99.8474)"
South Dakota,mccook,46087,South Dakota 46087,"(43.6743, -97.3684)"
South Dakota,mcpherson,46089,South Dakota 46089,"(45.7664, -99.2215)"
South Dakota,marshall,46091,South Dakota 46091,"(45.7586, -97.5986)"
South Dakota,meade,46093,South Dakota 46093,"(44.5668, -102.7168)"
South Dakota,mellette,46095,South Dakota 46095,"(43.5811, -100.76)"
South Dakota,miner,46097,South Dakota 46097,"(44.022, -97.6102)"
South Dakota,minnehaha,46099,South Dakota 46099,"(43.6742, -96.7914)"
South Dakota,moody,46101,South Dakota 46101,"(44.0221, -96.671)"
South Dakota,oglala lakota,46102,South Dakota 46102,"(43.3356, -102.5516)"
South Dakota,pennington,46103,South Dakota 46103,"(44.0037, -102.8238)"
South Dakota,perkins,46105,South Dakota 46105,"(45.4904, -102.4759)"
South Dakota,potter,46107,South Dakota 46107,"(45.0645, -99.9573)"
South Dakota,roberts,46109,South Dakota 46109,"(45.6296, -96.9461)"
South Dakota,sanborn,46111,South Dakota 46111,"(44.0235, -98.0914)"
South Dakota,spink,46115,South Dakota 46115,"(44.9381, -98.3463)"
South Dakota,stanley,46117,South Dakota 46117,"(44.4123, -100.7359)"
South Dakota,sully,46119,South Dakota 46119,"(44.7155, -100.1322)"
South Dakota,todd,46121,South Dakota 46121,"(43.1934, -100.7184)"
South Dakota,tripp,46123,South Dakota 46123,"(43.3459, -99.884)"
South Dakota,turner,46125,South Dakota 46125,"(43.3108, -97.1488)"
South Dakota,union,46127,South Dakota 46127,"(42.8324, -96.6561)"
South Dakota,walworth,46129,South Dakota 46129,"(45.4299, -100.0316)"
South Dakota,yankton,46135,South Dakota 46135,"(43.009, -97.3947)"
South Dakota,ziebach,46137,South Dakota 46137,"(44.9806, -101.666)"
Tennessee,anderson,47001,Tennessee 47001,"(36.1184, -84.1985)"
Tennessee,bedford,47003,Tennessee 47003,"(35.5138, -86.4589)"
Tennessee,benton,47005,Tennessee 47005,"(36.0698, -88.0683)"
Tennessee,bledsoe,47007,Tennessee 47007,"(35.5964, -85.2051)"
Tennessee,blount,47009,Tennessee 47009,"(35.6873, -83.9255)"
Tennessee,bradley,47011,Tennessee 47011,"(35.1541, -84.8596)"
Tennessee,campbell,47013,Tennessee 47013,"(36.4036, -84.1493)"
Tennessee,cannon,47015,Tennessee 47015,"(35.8087, -86.0617)"
Tennessee,carroll,47017,Tennessee 47017,"(35.9731, -88.4503)"
Tennessee,carter,47019,Tennessee 47019,"(36.2927, -82.1274)"
Tennessee,cheatham,47021,Tennessee 47021,"(36.2612, -87.0868)"
Tennessee,chester,47023,Tennessee 47023,"(35.4211, -88.6128)"
Tennessee,claiborne,47025,Tennessee 47025,"(36.4859, -83.6603)"
Tennessee,clay,47027,Tennessee 47027,"(36.5511, -85.5438)"
Tennessee,cocke,47029,Tennessee 47029,"(35.9254, -83.1211)"
Tennessee,coffee,47031,Tennessee 47031,"(35.4906, -86.0748)"
Tennessee,crockett,47033,Tennessee 47033,"(35.8135, -89.1395)"
Tennessee,cumberland,47035,Tennessee 47035,"(35.9504, -84.9983)"
Tennessee,davidson,47037,Tennessee 47037,"(36.1694, -86.7848)"
Tennessee,decatur,47039,Tennessee 47039,"(35.603, -88.1088)"
Tennessee,de kalb,47041,Tennessee 47041,"(35.9798, -85.8328)"
Tennessee,dickson,47043,Tennessee 47043,"(36.1491, -87.3567)"
Tennessee,dyer,47045,Tennessee 47045,"(36.059, -89.4138)"
Tennessee,fayette,47047,Tennessee 47047,"(35.1971, -89.4144)"
Tennessee,fentress,47049,Tennessee 47049,"(36.3805, -84.9324)"
Tennessee,franklin,47051,Tennessee 47051,"(35.1549, -86.0922)"
Tennessee,gibson,47053,Tennessee 47053,"(35.9966, -88.9326)"
Tennessee,giles,47055,Tennessee 47055,"(35.2022, -87.0348)"
Tennessee,grainger,47057,Tennessee 47057,"(36.2762, -83.5096)"
Tennessee,greene,47059,Tennessee 47059,"(36.1754, -82.8458)"
Tennessee,grundy,47061,Tennessee 47061,"(35.3884, -85.7226)"
Tennessee,hamblen,47063,Tennessee 47063,"(36.2172, -83.2666)"
Tennessee,hamilton,47065,Tennessee 47065,"(35.1809, -85.1648)"
Tennessee,hancock,47067,Tennessee 47067,"(36.5236, -83.2219)"
Tennessee,hardeman,47069,Tennessee 47069,"(35.2069, -88.9931)"
Tennessee,hardin,47071,Tennessee 47071,"(35.1987, -88.1845)"
Tennessee,hawkins,47073,Tennessee 47073,"(36.4412, -82.9447)"
Tennessee,haywood,47075,Tennessee 47075,"(35.5832, -89.2838)"
Tennessee,henderson,47077,Tennessee 47077,"(35.6543, -88.388)"
Tennessee,henry,47079,Tennessee 47079,"(36.3317, -88.3013)"
Tennessee,hickman,47081,Tennessee 47081,"(35.8033, -87.4733)"
Tennessee,houston,47083,Tennessee 47083,"(36.286, -87.7171)"
Tennessee,humphreys,47085,Tennessee 47085,"(36.0408, -87.7757)"
Tennessee,jackson,47087,Tennessee 47087,"(36.3592, -85.6732)"
Tennessee,jefferson,47089,Tennessee 47089,"(36.051, -83.4463)"
Tennessee,johnson,47091,Tennessee 47091,"(36.4549, -81.8518)"
Tennessee,knox,47093,Tennessee 47093,"(35.9932, -83.9371)"
Tennessee,lake,47095,Tennessee 47095,"(36.3352, -89.4935)"
Tennessee,lauderdale,47097,Tennessee 47097,"(35.7609, -89.6314)"
Tennessee,lawrence,47099,Tennessee 47099,"(35.2173, -87.3956)"
Tennessee,lewis,47101,Tennessee 47101,"(35.5273, -87.4931)"
Tennessee,lincoln,47103,Tennessee 47103,"(35.1405, -86.5889)"
Tennessee,loudon,47105,Tennessee 47105,"(35.735, -84.3116)"
Tennessee,mcminn,47107,Tennessee 47107,"(35.4248, -84.6175)"
Tennessee,mcnairy,47109,Tennessee 47109,"(35.1746, -88.5637)"
Tennessee,macon,47111,Tennessee 47111,"(36.532, -86.0072)"
Tennessee,madison,47113,Tennessee 47113,"(35.6082, -88.8385)"
Tennessee,marion,47115,Tennessee 47115,"(35.1294, -85.622)"
Tennessee,marshall,47117,Tennessee 47117,"(35.4689, -86.765)"
Tennessee,maury,47119,Tennessee 47119,"(35.617, -87.077)"
Tennessee,meigs,47121,Tennessee 47121,"(35.5127, -84.8135)"
Tennessee,monroe,47123,Tennessee 47123,"(35.4428, -84.2528)"
Tennessee,montgomery,47125,Tennessee 47125,"(36.4969, -87.3828)"
Tennessee,moore,47127,Tennessee 47127,"(35.2847, -86.3588)"
Tennessee,morgan,47129,Tennessee 47129,"(36.135, -84.6491)"
Tennessee,obion,47131,Tennessee 47131,"(36.3582, -89.1488)"
Tennessee,overton,47133,Tennessee 47133,"(36.345, -85.2881)"
Tennessee,perry,47135,Tennessee 47135,"(35.6426, -87.859)"
Tennessee,pickett,47137,Tennessee 47137,"(36.5585, -85.0748)"
Tennessee,polk,47139,Tennessee 47139,"(35.1199, -84.5233)"
Tennessee,putnam,47141,Tennessee 47141,"(36.1408, -85.4951)"
Tennessee,rhea,47143,Tennessee 47143,"(35.6087, -84.9244)"
Tennessee,roane,47145,Tennessee 47145,"(35.8478, -84.5233)"
Tennessee,robertson,47147,Tennessee 47147,"(36.5254, -86.8705)"
Tennessee,rutherford,47149,Tennessee 47149,"(35.8427, -86.4167)"
Tennessee,scott,47151,Tennessee 47151,"(36.4286, -84.5035)"
Tennessee,sequatchie,47153,Tennessee 47153,"(35.3712, -85.4106)"
Tennessee,sevier,47155,Tennessee 47155,"(35.7847, -83.5242)"
Tennessee,shelby,47157,Tennessee 47157,"(35.1837, -89.8956)"
Tennessee,smith,47159,Tennessee 47159,"(36.2505, -85.9567)"
Tennessee,stewart,47161,Tennessee 47161,"(36.5012, -87.8385)"
Tennessee,sullivan,47163,Tennessee 47163,"(36.5129, -82.3042)"
Tennessee,sumner,47165,Tennessee 47165,"(36.4694, -86.4603)"
Tennessee,tipton,47167,Tennessee 47167,"(35.4966, -89.7594)"
Tennessee,trousdale,47169,Tennessee 47169,"(36.3921, -86.1567)"
Tennessee,unicoi,47171,Tennessee 47171,"(36.1108, -82.4322)"
Tennessee,union,47173,Tennessee 47173,"(36.2879, -83.8375)"
Tennessee,van buren,47175,Tennessee 47175,"(35.696, -85.4525)"
Tennessee,warren,47177,Tennessee 47177,"(35.6787, -85.7785)"
Tennessee,washington,47179,Tennessee 47179,"(36.2933, -82.4974)"
Tennessee,wayne,47181,Tennessee 47181,"(35.2399, -87.788)"
Tennessee,weakley,47183,Tennessee 47183,"(36.2983, -88.7178)"
Tennessee,white,47185,Tennessee 47185,"(35.9264, -85.4553)"
Tennessee,williamson,47187,Tennessee 47187,"(35.8938, -86.8986)"
Tennessee,wilson,47189,Tennessee 47189,"(36.1549, -86.2976)"
Texas,anderson,48001,Texas 48001,"(31.8134, -95.6525)"
Texas,andrews,48003,Texas 48003,"(32.305, -102.6378)"
Texas,angelina,48005,Texas 48005,"(31.2548, -94.6118)"
Texas,aransas,48007,Texas 48007,"(28.1358, -96.9975)"
Texas,archer,48009,Texas 48009,"(33.6153, -98.6877)"
Texas,armstrong,48011,Texas 48011,"(34.9649, -101.3574)"
Texas,atascosa,48013,Texas 48013,"(28.8907, -98.5279)"
Texas,austin,48015,Texas 48015,"(29.887, -96.278)"
Texas,bailey,48017,Texas 48017,"(34.0685, -102.8298)"
Texas,bandera,48019,Texas 48019,"(29.7472, -99.2462)"
Texas,bastrop,48021,Texas 48021,"(30.1036, -97.3121)"
Texas,baylor,48023,Texas 48023,"(33.6165, -99.2135)"
Texas,bee,48025,Texas 48025,"(28.4174, -97.7412)"
Texas,bell,48027,Texas 48027,"(31.0377, -97.4782)"
Texas,bexar,48029,Texas 48029,"(29.4491, -98.5199)"
Texas,blanco,48031,Texas 48031,"(30.2664, -98.3998)"
Texas,borden,48033,Texas 48033,"(32.7437, -101.4317)"
Texas,bosque,48035,Texas 48035,"(31.9004, -97.6343)"
Texas,bowie,48037,Texas 48037,"(33.4454, -94.4229)"
Texas,brazoria,48039,Texas 48039,"(29.1913, -95.4551)"
Texas,brazos,48041,Texas 48041,"(30.6611, -96.3023)"
Texas,brewster,48043,Texas 48043,"(29.8119, -103.2517)"
Texas,briscoe,48045,Texas 48045,"(34.5303, -101.2086)"
Texas,brooks,48047,Texas 48047,"(27.0316, -98.2187)"
Texas,brown,48049,Texas 48049,"(31.7743, -98.9998)"
Texas,burleson,48051,Texas 48051,"(30.4924, -96.621)"
Texas,burnet,48053,Texas 48053,"(30.7883, -98.1824)"
Texas,caldwell,48055,Texas 48055,"(29.8372, -97.62)"
Texas,calhoun,48057,Texas 48057,"(28.4909, -96.6495)"
Texas,callahan,48059,Texas 48059,"(32.2977, -99.3735)"
Texas,cameron,48061,Texas 48061,"(26.1293, -97.5292)"
Texas,camp,48063,Texas 48063,"(32.9732, -94.9785)"
Texas,carson,48065,Texas 48065,"(35.4035, -101.3542)"
Texas,cass,48067,Texas 48067,"(33.0775, -94.3436)"
Texas,castro,48069,Texas 48069,"(34.53, -102.2617)"
Texas,chambers,48071,Texas 48071,"(29.739, -94.6073)"
Texas,cherokee,48073,Texas 48073,"(31.837, -95.1652)"
Texas,childress,48075,Texas 48075,"(34.5292, -100.2076)"
Texas,clay,48077,Texas 48077,"(33.7854, -98.2084)"
Texas,cochran,48079,Texas 48079,"(33.6041, -102.8285)"
Texas,coke,48081,Texas 48081,"(31.8885, -100.5299)"
Texas,coleman,48083,Texas 48083,"(31.7732, -99.4536)"
Texas,collin,48085,Texas 48085,"(33.1878, -96.5724)"
Texas,collingsworth,48087,Texas 48087,"(34.9649, -100.2701)"
Texas,colorado,48089,Texas 48089,"(29.6208, -96.5263)"
Texas,comal,48091,Texas 48091,"(29.8082, -98.2781)"
Texas,comanche,48093,Texas 48093,"(31.948, -98.5583)"
Texas,concho,48095,Texas 48095,"(31.3265, -99.8639)"
Texas,cooke,48097,Texas 48097,"(33.6393, -97.2126)"
Texas,coryell,48099,Texas 48099,"(31.3909, -97.7992)"
Texas,cottle,48101,Texas 48101,"(34.0777, -100.2787)"
Texas,crane,48103,Texas 48103,"(31.4285, -102.5155)"
Texas,crockett,48105,Texas 48105,"(30.723, -101.4121)"
Texas,crosby,48107,Texas 48107,"(33.6146, -101.3)"
Texas,culberson,48109,Texas 48109,"(31.4472, -104.5173)"
Texas,dallam,48111,Texas 48111,"(36.2779, -102.6022)"
Texas,dallas,48113,Texas 48113,"(32.7666, -96.7779)"
Texas,dawson,48115,Texas 48115,"(32.7425, -101.9477)"
Texas,deaf smith,48117,Texas 48117,"(34.966, -102.6049)"
Texas,delta,48119,Texas 48119,"(33.3863, -95.6723)"
Texas,denton,48121,Texas 48121,"(33.2043, -97.1171)"
Texas,dewitt,48123,Texas 48123,"(29.0821, -97.3568)"
Texas,dickens,48125,Texas 48125,"(33.6166, -100.7789)"
Texas,dimmit,48127,Texas 48127,"(28.4225, -99.7567)"
Texas,donley,48129,Texas 48129,"(34.9654, -100.814)"
Texas,duval,48131,Texas 48131,"(27.6813, -98.5089)"
Texas,eastland,48133,Texas 48133,"(32.3271, -98.8323)"
Texas,ector,48135,Texas 48135,"(31.8692, -102.5428)"
Texas,edwards,48137,Texas 48137,"(29.9826, -100.3047)"
Texas,ellis,48139,Texas 48139,"(32.3484, -96.7945)"
Texas,el paso,48141,Texas 48141,"(31.7686, -106.2348)"
Texas,erath,48143,Texas 48143,"(32.2363, -98.218)"
Texas,falls,48145,Texas 48145,"(31.2533, -96.9358)"
Texas,fannin,48147,Texas 48147,"(33.5939, -96.1066)"
Texas,fayette,48149,Texas 48149,"(29.8768, -96.9198)"
Texas,fisher,48151,Texas 48151,"(32.7428, -100.4022)"
Texas,floyd,48153,Texas 48153,"(34.0724, -101.3032)"
Texas,foard,48155,Texas 48155,"(33.9746, -99.778)"
Texas,fort bend,48157,Texas 48157,"(29.5274, -95.7707)"
Texas,franklin,48159,Texas 48159,"(33.1756, -95.2184)"
Texas,freestone,48161,Texas 48161,"(31.7049, -96.149)"
Texas,frio,48163,Texas 48163,"(28.8678, -99.1083)"
Texas,gaines,48165,Texas 48165,"(32.7407, -102.6352)"
Texas,galveston,48167,Texas 48167,"(29.3941, -94.965)"
Texas,garza,48169,Texas 48169,"(33.1799, -101.2984)"
Texas,gillespie,48171,Texas 48171,"(30.3181, -98.9464)"
Texas,glasscock,48173,Texas 48173,"(31.8694, -101.5208)"
Texas,goliad,48175,Texas 48175,"(28.6571, -97.4264)"
Texas,gonzales,48177,Texas 48177,"(29.4567, -97.4925)"
Texas,gray,48179,Texas 48179,"(35.4012, -100.8126)"
Texas,grayson,48181,Texas 48181,"(33.6268, -96.6776)"
Texas,gregg,48183,Texas 48183,"(32.4803, -94.8172)"
Texas,grimes,48185,Texas 48185,"(30.5436, -95.9855)"
Texas,guadalupe,48187,Texas 48187,"(29.5831, -97.9484)"
Texas,hale,48189,Texas 48189,"(34.0705, -101.8269)"
Texas,hall,48191,Texas 48191,"(34.5308, -100.6811)"
Texas,hamilton,48193,Texas 48193,"(31.7048, -98.1107)"
Texas,hansford,48195,Texas 48195,"(36.2775, -101.3545)"
Texas,hardeman,48197,Texas 48197,"(34.2903, -99.7457)"
Texas,hardin,48199,Texas 48199,"(30.3324, -94.3902)"
Texas,harris,48201,Texas 48201,"(29.8588, -95.3963)"
Texas,harrison,48203,Texas 48203,"(32.5482, -94.3713)"
Texas,hartley,48205,Texas 48205,"(35.84, -102.6029)"
Texas,haskell,48207,Texas 48207,"(33.1782, -99.7303)"
Texas,hays,48209,Texas 48209,"(30.0582, -98.0311)"
Texas,hemphill,48211,Texas 48211,"(35.8376, -100.2705)"
Texas,henderson,48213,Texas 48213,"(32.2121, -95.8538)"
Texas,hidalgo,48215,Texas 48215,"(26.3968, -98.1811)"
Texas,hill,48217,Texas 48217,"(31.9907, -97.1324)"
Texas,hockley,48219,Texas 48219,"(33.6076, -102.3432)"
Texas,hood,48221,Texas 48221,"(32.4299, -97.8323)"
Texas,hopkins,48223,Texas 48223,"(33.1495, -95.564)"
Texas,houston,48225,Texas 48225,"(31.3178, -95.4227)"
Texas,howard,48227,Texas 48227,"(32.3062, -101.4355)"
Texas,hudspeth,48229,Texas 48229,"(31.4562, -105.3865)"
Texas,hunt,48231,Texas 48231,"(33.1236, -96.0854)"
Texas,hutchinson,48233,Texas 48233,"(35.84, -101.3547)"
Texas,irion,48235,Texas 48235,"(31.3039, -100.9824)"
Texas,jack,48237,Texas 48237,"(33.2335, -98.1725)"
Texas,jackson,48239,Texas 48239,"(28.9557, -96.5787)"
Texas,jasper,48241,Texas 48241,"(30.744, -94.025)"
Texas,jeff davis,48243,Texas 48243,"(30.7154, -104.14)"
Texas,jefferson,48245,Texas 48245,"(29.8838, -94.1722)"
Texas,jim hogg,48247,Texas 48247,"(27.0434, -98.6973)"
Texas,jim wells,48249,Texas 48249,"(27.7311, -98.0902)"
Texas,johnson,48251,Texas 48251,"(32.379, -97.3663)"
Texas,jones,48253,Texas 48253,"(32.7399, -99.8787)"
Texas,karnes,48255,Texas 48255,"(28.9057, -97.8594)"
Texas,kaufman,48257,Texas 48257,"(32.5996, -96.2879)"
Texas,kendall,48259,Texas 48259,"(29.9447, -98.7116)"
Texas,kenedy,48261,Texas 48261,"(26.9281, -97.7174)"
Texas,kent,48263,Texas 48263,"(33.1814, -100.7776)"
Texas,kerr,48265,Texas 48265,"(30.0615, -99.3501)"
Texas,kimble,48267,Texas 48267,"(30.4868, -99.7487)"
Texas,king,48269,Texas 48269,"(33.6165, -100.2558)"
Texas,kinney,48271,Texas 48271,"(29.3502, -100.418)"
Texas,kleberg,48273,Texas 48273,"(27.4338, -97.7344)"
Texas,knox,48275,Texas 48275,"(33.6061, -99.7414)"
Texas,lamar,48277,Texas 48277,"(33.6671, -95.5711)"
Texas,lamb,48279,Texas 48279,"(34.0686, -102.3517)"
Texas,lampasas,48281,Texas 48281,"(31.1962, -98.2414)"
Texas,la salle,48283,Texas 48283,"(28.3451, -99.0997)"
Texas,lavaca,48285,Texas 48285,"(29.3843, -96.9301)"
Texas,lee,48287,Texas 48287,"(30.3107, -96.9657)"
Texas,leon,48289,Texas 48289,"(31.2965, -95.9957)"
Texas,liberty,48291,Texas 48291,"(30.1516, -94.8122)"
Texas,limestone,48293,Texas 48293,"(31.5455, -96.5805)"
Texas,lipscomb,48295,Texas 48295,"(36.2777, -100.2731)"
Texas,live oak,48297,Texas 48297,"(28.3514, -98.1248)"
Texas,llano,48299,Texas 48299,"(30.7056, -98.684)"
Texas,loving,48301,Texas 48301,"(31.8492, -103.58)"
Texas,lubbock,48303,Texas 48303,"(33.6102, -101.8205)"
Texas,lynn,48305,Texas 48305,"(33.1768, -101.8161)"
Texas,mcculloch,48307,Texas 48307,"(31.1989, -99.3474)"
Texas,mclennan,48309,Texas 48309,"(31.5524, -97.2018)"
Texas,mcmullen,48311,Texas 48311,"(28.3491, -98.5674)"
Texas,madison,48313,Texas 48313,"(30.9656, -95.9284)"
Texas,marion,48315,Texas 48315,"(32.798, -94.3572)"
Texas,martin,48317,Texas 48317,"(32.306, -101.9512)"
Texas,mason,48319,Texas 48319,"(30.7177, -99.2261)"
Texas,matagorda,48321,Texas 48321,"(28.8661, -95.9853)"
Texas,maverick,48323,Texas 48323,"(28.7426, -100.3145)"
Texas,medina,48325,Texas 48325,"(29.3557, -99.1101)"
Texas,menard,48327,Texas 48327,"(30.8898, -99.8206)"
Texas,midland,48329,Texas 48329,"(31.8692, -102.0316)"
Texas,milam,48331,Texas 48331,"(30.7863, -96.9769)"
Texas,mills,48333,Texas 48333,"(31.4952, -98.5955)"
Texas,mitchell,48335,Texas 48335,"(32.3062, -100.9212)"
Texas,montague,48337,Texas 48337,"(33.6757, -97.7246)"
Texas,montgomery,48339,Texas 48339,"(30.3002, -95.503)"
Texas,moore,48341,Texas 48341,"(35.8377, -101.8929)"
Texas,morris,48343,Texas 48343,"(33.1135, -94.7326)"
Texas,motley,48345,Texas 48345,"(34.0741, -100.7798)"
Texas,nacogdoches,48347,Texas 48347,"(31.616, -94.6158)"
Texas,navarro,48349,Texas 48349,"(32.047, -96.4724)"
Texas,newton,48351,Texas 48351,"(30.7863, -93.7448)"
Texas,nolan,48353,Texas 48353,"(32.3035, -100.406)"
Texas,nueces,48355,Texas 48355,"(27.7232, -97.6289)"
Texas,ochiltree,48357,Texas 48357,"(36.2784, -100.8156)"
Texas,oldham,48359,Texas 48359,"(35.405, -102.6029)"
Texas,orange,48361,Texas 48361,"(30.1281, -93.8965)"
Texas,palo pinto,48363,Texas 48363,"(32.7532, -98.313)"
Texas,panola,48365,Texas 48365,"(32.1624, -94.3056)"
Texas,parker,48367,Texas 48367,"(32.7777, -97.8051)"
Texas,parmer,48369,Texas 48369,"(34.5301, -102.7845)"
Texas,pecos,48371,Texas 48371,"(30.7811, -102.7236)"
Texas,polk,48373,Texas 48373,"(30.7928, -94.83)"
Texas,potter,48375,Texas 48375,"(35.4013, -101.894)"
Texas,presidio,48377,Texas 48377,"(29.9998, -104.2405)"
Texas,rains,48379,Texas 48379,"(32.8703, -95.7934)"
Texas,randall,48381,Texas 48381,"(34.9659, -101.8969)"
Texas,reagan,48383,Texas 48383,"(31.3662, -101.523)"
Texas,real,48385,Texas 48385,"(29.8318, -99.8221)"
Texas,red river,48387,Texas 48387,"(33.6207, -95.0504)"
Texas,reeves,48389,Texas 48389,"(31.323, -103.6931)"
Texas,refugio,48391,Texas 48391,"(28.3269, -97.1655)"
Texas,roberts,48393,Texas 48393,"(35.8385, -100.8135)"
Texas,robertson,48395,Texas 48395,"(31.027, -96.5128)"
Texas,rockwall,48397,Texas 48397,"(32.8978, -96.4077)"
Texas,runnels,48399,Texas 48399,"(31.8311, -99.9762)"
Texas,rusk,48401,Texas 48401,"(32.1078, -94.7618)"
Texas,sabine,48403,Texas 48403,"(31.3432, -93.8518)"
Texas,san augustine,48405,Texas 48405,"(31.3943, -94.1682)"
Texas,san jacinto,48407,Texas 48407,"(30.5796, -95.1669)"
Texas,san patricio,48409,Texas 48409,"(28.0095, -97.5188)"
Texas,san saba,48411,Texas 48411,"(31.1552, -98.8176)"
Texas,schleicher,48413,Texas 48413,"(30.8975, -100.5385)"
Texas,scurry,48415,Texas 48415,"(32.7463, -100.9164)"
Texas,shackelford,48417,Texas 48417,"(32.736, -99.3541)"
Texas,shelby,48419,Texas 48419,"(31.7924, -94.145)"
Texas,sherman,48421,Texas 48421,"(36.2777, -101.8935)"
Texas,smith,48423,Texas 48423,"(32.375, -95.2692)"
Texas,somervell,48425,Texas 48425,"(32.2223, -97.7744)"
Texas,starr,48427,Texas 48427,"(26.5621, -98.7384)"
Texas,stephens,48429,Texas 48429,"(32.7359, -98.8362)"
Texas,sterling,48431,Texas 48431,"(31.8279, -101.05)"
Texas,stonewall,48433,Texas 48433,"(33.1791, -100.2533)"
Texas,sutton,48435,Texas 48435,"(30.4983, -100.5382)"
Texas,swisher,48437,Texas 48437,"(34.5304, -101.735)"
Texas,tarrant,48439,Texas 48439,"(32.7704, -97.2919)"
Texas,taylor,48441,Texas 48441,"(32.3015, -99.8901)"
Texas,terrell,48443,Texas 48443,"(30.225, -102.0765)"
Texas,terry,48445,Texas 48445,"(33.1738, -102.3352)"
Texas,throckmorton,48447,Texas 48447,"(33.1775, -99.2124)"
Texas,titus,48449,Texas 48449,"(33.2166, -94.9657)"
Texas,tom green,48451,Texas 48451,"(31.4044, -100.4621)"
Texas,travis,48453,Texas 48453,"(30.3347, -97.7819)"
Texas,trinity,48455,Texas 48455,"(31.0889, -95.1355)"
Texas,tyler,48457,Texas 48457,"(30.7713, -94.3765)"
Texas,upshur,48459,Texas 48459,"(32.7363, -94.9414)"
Texas,upton,48461,Texas 48461,"(31.3688, -102.0431)"
Texas,uvalde,48463,Texas 48463,"(29.3574, -99.7622)"
Texas,val verde,48465,Texas 48465,"(29.893, -101.1517)"
Texas,van zandt,48467,Texas 48467,"(32.5637, -95.8365)"
Texas,victoria,48469,Texas 48469,"(28.7964, -96.9715)"
Texas,walker,48471,Texas 48471,"(30.739, -95.5722)"
Texas,waller,48473,Texas 48473,"(30.011, -95.9877)"
Texas,ward,48475,Texas 48475,"(31.5095, -103.1024)"
Texas,washington,48477,Texas 48477,"(30.2145, -96.4036)"
Texas,webb,48479,Texas 48479,"(27.7611, -99.3316)"
Texas,wharton,48481,Texas 48481,"(29.2779, -96.2221)"
Texas,wheeler,48483,Texas 48483,"(35.4013, -100.2697)"
Texas,wichita,48485,Texas 48485,"(33.988, -98.7032)"
Texas,wilbarger,48487,Texas 48487,"(34.0807, -99.241)"
Texas,willacy,48489,Texas 48489,"(26.4706, -97.6732)"
Texas,williamson,48491,Texas 48491,"(30.6481, -97.6008)"
Texas,wilson,48493,Texas 48493,"(29.1741, -98.0866)"
Texas,winkler,48495,Texas 48495,"(31.85, -103.0482)"
Texas,wise,48497,Texas 48497,"(33.2159, -97.6544)"
Texas,wood,48499,Texas 48499,"(32.7864, -95.3821)"
Texas,yoakum,48501,Texas 48501,"(33.1729, -102.8278)"
Texas,young,48503,Texas 48503,"(33.1767, -98.6878)"
Texas,zapata,48505,Texas 48505,"(27.0007, -99.1686)"
