"","STATE","COUNTY","CTYNAME","STNAME","pop09","pop19","pop29","pop39","pop49","pop59","pop69","pop79","pop89"
"1768","33","007","Coos County","New Hampshire",2577,3033,3484,3402,3758,4849,5371,3204,1885
"1769","33","009","Grafton County","New Hampshire",7479,10923,13208,10313,9419,12209,13367,8500,4468
"1770","33","011","Hillsborough County","New Hampshire",44190,49209,55603,55414,51999,63749,51669,29177,16015
"1771","33","013","Merrimack County","New Hampshire",14765,18012,18994,18770,18243,22737,21143,12161,6566
"1772","33","015","Rockingham County","New Hampshire",29939,35162,35335,37630,38368,51192,44190,25573,12380
"1773","33","017","Strafford County","New Hampshire",12553,17400,23459,16075,14638,17703,15448,8845,4512
"1774","33","019","Sullivan County","New Hampshire",4140,4641,4544,4927,5082,6664,6811,4216,2121
"1775","34","001","Atlantic County","New Jersey",29652,32563,33462,29854,31023,38548,35009,21775,11784
"1776","34","003","Bergen County","New Jersey",102612,114826,106266,116442,126638,137718,112564,69302,45834
"1777","34","005","Burlington County","New Jersey",47702,53901,55917,55794,56443,67201,55070,33517,19804
"1778","34","007","Camden County","New Jersey",62185,63255,65619,68981,63215,68888,58940,35033,20355
"1779","34","009","Cape May County","New Jersey",8544,9187,9950,9081,8815,13231,15830,11408,5993
"1780","34","011","Cumberland County","New Jersey",19449,19459,19362,20654,19076,19069,16351,10240,5867
"1781","34","013","Essex County","New Jersey",105859,102695,105717,110739,110571,106291,81781,46768,28554
"1782","34","015","Gloucester County","New Jersey",32361,37768,36874,36218,37843,42938,36011,20919,10704
"1783","34","017","Hudson County","New Jersey",84315,65094,108570,133484,88095,77352,59939,34720,20822
"1784","34","019","Hunterdon County","New Jersey",11295,15389,13434,12358,15340,22029,18476,10441,5609
"1785","34","021","Mercer County","New Jersey",42303,48806,51664,45148,48360,50762,41158,24052,15177
"1786","34","023","Middlesex County","New Jersey",96560,105844,106367,113371,111241,112073,93140,54199,32267
"1787","34","025","Monmouth County","New Jersey",64726,79357,71601,67030,77790,99174,82675,48157,28285
"1788","34","027","Morris County","New Jersey",51498,63200,56291,57671,64487,78328,59876,37406,23088
"1789","34","029","Ocean County","New Jersey",84110,74491,67567,63200,61703,76643,78905,62551,38016
"1790","34","031","Passaic County","New Jersey",66780,66215,69023,65180,62392,66763,54384,32234,18855
"1791","34","033","Salem County","New Jersey",7157,7504,7544,7273,7472,9058,8223,5117,3037
"1792","34","035","Somerset County","New Jersey",34934,43555,37702,38728,45464,52606,39539,22095,14311
"1793","34","037","Sussex County","New Jersey",13555,16766,16378,15611,17502,24062,20287,11188,5139
"1794","34","039","Union County","New Jersey",71308,71786,68221,74714,76036,78281,60078,34411,21506
"1795","34","041","Warren County","New Jersey",10043,12878,12434,11648,12932,17526,14267,8457,5082
"1796","35","001","Bernalillo County","New Mexico",76921,85111,94734,98113,81270,84740,81543,50546,26143
"1797","35","003","Catron County","New Mexico",192,270,254,203,254,454,844,750,306
"1798","35","005","Chaves County","New Mexico",8742,10137,8471,8159,7163,7639,7113,4450,2741
"1799","35","006","Cibola County","New Mexico",3486,3349,3711,3619,3112,3150,3263,1898,1087
"1800","35","007","Colfax County","New Mexico",1112,1244,1237,1215,1116,1698,2044,1505,770
"1801","35","009","Curry County","New Mexico",7499,6728,9155,7031,4874,4909,4354,2725,1679
"1802","35","011","De Baca County","New Mexico",203,231,142,184,141,224,263,220,140
"1803","35","013","Do<f1>a Ana County","New Mexico",28576,32568,38805,25787,22398,22889,22608,16010,8554
"1804","35","015","Eddy County","New Mexico",8719,8228,8015,8126,6559,6815,6252,3596,2150
"1805","35","017","Grant County","New Mexico",2811,3117,2729,2631,2698,3169,4495,3547,1801
"1806","35","019","Guadalupe County","New Mexico",436,556,556,628,467,498,544,351,264
"1807","35","021","Harding County","New Mexico",45,30,52,60,43,87,137,93,78
"1808","35","023","Hidalgo County","New Mexico",516,527,490,438,384,629,558,422,234
"1809","35","025","Lea County","New Mexico",11635,11611,10173,10173,8099,7746,6252,3436,1945
"1810","35","027","Lincoln County","New Mexico",1908,2038,1680,2004,1809,2654,3486,2755,1238
"1811","35","028","Los Alamos County","New Mexico",2145,2522,2073,2693,2342,2798,2441,1480,875
"1812","35","029","Luna County","New Mexico",3505,3275,3045,2605,2272,2618,2659,2445,1285
"1813","35","031","McKinley County","New Mexico",10679,11516,10299,9440,7907,8303,7207,3889,2127
"1814","35","033","Mora County","New Mexico",426,466,423,456,416,634,795,596,309
"1815","35","035","Otero County","New Mexico",8798,8206,10756,9269,6812,7726,7741,5168,3014
"1816","35","037","Quay County","New Mexico",940,1003,796,870,793,1089,1287,1013,462
"1817","35","039","Rio Arriba County","New Mexico",4931,5018,4430,4483,4345,5036,5381,3464,1833
"1818","35","041","Roosevelt County","New Mexico",2523,2869,3653,2105,1856,1796,1826,1165,707
"1819","35","043","Sandoval County","New Mexico",17179,19891,16502,19200,18083,18838,19410,12489,5156
"1820","35","045","San Juan County","New Mexico",16819,18594,15851,16547,14135,14690,14451,8265,4606
"1821","35","047","San Miguel County","New Mexico",2536,3136,3549,2985,3014,3765,4107,2856,1329
"1822","35","049","Santa Fe County","New Mexico",13260,16224,15862,17131,17136,20667,24902,18037,7139
"1823","35","051","Sierra County","New Mexico",974,878,899,888,882,1345,2010,1854,1061
"1824","35","053","Socorro County","New Mexico",1989,2366,2163,1818,1716,2072,2252,1526,735
"1825","35","055","Taos County","New Mexico",2923,3415,3131,3485,3603,4502,5664,4102,1898
"1826","35","057","Torrance County","New Mexico",1609,1896,1818,1799,1747,2066,2370,1485,671
"1827","35","059","Union County","New Mexico",414,414,542,550,509,449,540,390,251
"1828","35","061","Valencia County","New Mexico",9314,10513,9639,9302,8729,10109,9781,6379,2922
"1829","36","001","Albany County","New York",30788,37234,53326,38267,33559,39367,36696,22754,13515
"1830","36","003","Allegany County","New York",4929,6966,6314,4831,4765,5871,6331,3944,2140
"1831","36","005","Bronx County","New York",199926,186412,219722,201813,170120,176008,134066,80136,50004
"1832","36","007","Broome County","New York",20111,24777,30338,20614,19129,25104,24427,15342,10646
"1833","36","009","Cattaraugus County","New York",8778,10002,8888,8437,8468,10660,10857,6444,3583
"1834","36","011","Cayuga County","New York",7868,8727,9349,9409,8809,11308,10769,6565,3772
"1835","36","013","Chautauqua County","New York",13856,15910,15567,14238,13858,17446,18140,11064,6824
"1836","36","015","Chemung County","New York",9549,10089,10027,10318,9595,11536,11276,6795,4271
"1837","36","017","Chenango County","New York",5203,5477,5367,5102,5416,6960,6926,4482,2274
"1838","36","019","Clinton County","New York",7945,9470,12432,9983,9435,11328,10276,6154,3462
"1839","36","021","Columbia County","New York",5144,6012,6276,6351,6797,9400,9466,6507,3508
"1840","36","023","Cortland County","New York",4818,7129,8531,5065,4949,6071,5555,3481,1982
"1841","36","025","Delaware County","New York",3655,5186,4831,4419,4624,6427,7257,5029,2707
"1842","36","027","Dutchess County","New York",28200,36586,39323,34447,35821,45288,37894,22790,13869
"1843","36","029","Erie County","New York",101291,108162,126020,121321,101251,125804,119569,71172,44112
"1844","36","031","Essex County","New York",3041,3532,3948,4325,4274,5658,6070,3877,2160
"1845","36","033","Franklin County","New York",5062,5855,7079,6778,6058,6994,6332,3849,2015
"1846","36","035","Fulton County","New York",5672,6133,6103,6409,6404,7953,7363,4677,2669
"1847","36","037","Genesee County","New York",6141,6794,7044,6818,6509,8550,7829,4631,2964
"1848","36","039","Greene County","New York",4063,4733,5832,5355,5494,7257,7058,4941,2455
"1849","36","041","Hamilton County","New York",288,374,376,341,430,705,1011,620,271
"1850","36","043","Herkimer County","New York",6500,7634,7028,6866,6817,8809,8796,5624,3245
"1851","36","045","Jefferson County","New York",16005,12842,20917,15469,11046,12056,10843,6999,3657
"1852","36","047","Kings County","New York",347270,282694,388882,428874,314665,290875,255923,153927,96793
"1853","36","049","Lewis County","New York",3331,3219,2951,3034,2955,3788,3699,2051,1268
"1854","36","051","Livingston County","New York",5685,8480,9885,6841,6817,9022,8409,5015,2760
"1855","36","053","Madison County","New York",7040,9862,9354,7613,7682,10464,9942,5834,3150
"1856","36","055","Monroe County","New York",82832,92714,103013,97885,82486,100584,91512,56652,34092
"1857","36","057","Montgomery County","New York",6170,6152,5821,6117,5611,6578,6416,3926,2430
"1858","36","059","Nassau County","New York",154265,169362,166590,159340,169375,198253,169297,102230,68212
"1859","36","061","New York County","New York",140872,125772,297954,304254,203022,191837,169060,120334,75601
"1860","36","063","Niagara County","New York",22505,24088,25438,25131,23690,30954,29836,17455,10184
"1861","36","065","Oneida County","New York",26728,28401,29403,27590,25777,31193,28986,18469,12124
"1862","36","067","Onondaga County","New York",53076,59156,62656,58796,50975,63570,57690,33566,21043
"1863","36","069","Ontario County","New York",11358,13445,12972,12581,12440,16148,15507,9959,5367
"1864","36","071","Orange County","New York",52480,57084,52164,45343,47208,52923,40633,24021,13084
"1865","36","073","Orleans County","New York",4100,4658,5209,4854,4723,6241,5589,3241,1737
"1866","36","075","Oswego County","New York",13096,15525,15557,13847,13116,17915,15109,8663,4296
"1867","36","077","Otsego County","New York",5022,7701,9687,5860,5851,7990,8515,5683,3184
"1868","36","079","Putnam County","New York",9424,11891,11514,11208,12696,16557,13055,7949,4026
"1869","36","081","Queens County","New York",264270,229939,305858,339194,294762,307220,261496,154266,96853
"1870","36","083","Rensselaer County","New York",16660,19040,22036,21351,18521,22244,20426,11882,6554
"1871","36","085","Richmond County","New York",55693,58733,61255,61428,60750,67198,57659,34674,18753
"1872","36","087","Rockland County","New York",51581,49484,41141,36322,35924,40974,33730,22162,14471
"1873","36","089","St. Lawrence County","New York",11417,15515,15337,12394,12042,14386,13524,8369,4756
"1874","36","091","Saratoga County","New York",23975,26623,26700,28805,29647,34739,30055,19730,9589
"1875","36","093","Schenectady County","New York",18469,18959,20154,20607,18593,21216,18872,11200,7229
"1876","36","095","Schoharie County","New York",2783,3787,3625,3281,3396,4630,4692,3240,1565
"1877","36","097","Schuyler County","New York",1758,1907,1899,2005,2092,2722,2821,1717,886
"1878","36","099","Seneca County","New York",3584,3874,4633,4215,3787,4635,4788,2933,1567
"1879","36","101","Steuben County","New York",10839,11479,10861,11121,11110,13744,13196,8315,4714
"1880","36","103","Suffolk County","New York",161677,184306,188173,169521,185732,230483,179007,111723,65979
"1881","36","105","Sullivan County","New York",8655,8922,8915,8862,8852,11250,10182,6731,3063
"1882","36","107","Tioga County","New York",5036,5902,5149,5422,5455,7222,6888,4517,2612
"1883","36","109","Tompkins County","New York",8117,15548,25281,11424,9862,10788,11086,6664,3410
"1884","36","111","Ulster County","New York",15999,19807,22487,21552,21413,26757,24983,16016,8559
"1885","36","113","Warren County","New York",5999,6747,7266,7283,7134,9794,9776,6494,3451
"1886","36","115","Washington County","New York",5968,6678,7325,7370,7556,9362,8621,5423,2901
"1887","36","117","Wayne County","New York",10212,10640,10152,10328,10259,13919,12598,7818,3992
"1888","36","119","Westchester County","New York",111093,124525,114578,117129,128735,140046,112896,69522,48982
"1889","36","121","Wyoming County","New York",3928,4222,4967,5425,5014,5987,5475,3283,1558
"1890","36","123","Yates County","New York",3092,3227,3370,2470,2354,3131,3700,2351,1218
"1891","37","001","Alamance County","North Carolina",20191,23828,21964,20453,20554,22932,19348,12966,7273
"1892","37","003","Alexander County","North Carolina",3841,4340,4478,4268,4813,5484,4961,3585,1727
"1893","37","005","Alleghany County","North Carolina",1011,1079,1089,1009,1245,1642,1900,1411,751
"1894","37","007","Anson County","North Carolina",2588,2777,3394,3030,2930,3299,3227,2149,1052
"1895","37","009","Ashe County","North Carolina",2381,2808,2605,2739,3224,3985,4457,3305,1699
"1896","37","011","Avery County","North Carolina",1333,1740,2302,2156,2324,2453,2472,1884,893
"1897","37","013","Beaufort County","North Carolina",4810,5488,4824,4628,5521,6383,7434,5464,2442
"1898","37","015","Bertie County","North Carolina",1701,1948,2388,2114,2140,2607,2995,1867,1187
"1899","37","017","Bladen County","North Carolina",3419,3908,3644,3310,3963,4429,5121,3308,1620
"1900","37","019","Brunswick County","North Carolina",11187,11924,11952,12996,13963,19389,31786,22557,7066
"1901","37","021","Buncombe County","North Carolina",25697,27441,32417,36403,33810,33636,35721,23700,12366
"1902","37","023","Burke County","North Carolina",8616,10444,11019,10021,11181,13853,12363,8503,4485
"1903","37","025","Cabarrus County","North Carolina",28912,31293,25739,29519,31511,28640,21386,13125,6328
"1904","37","027","Caldwell County","North Carolina",8497,9549,9631,8834,10526,12465,11263,7823,3590
"1905","37","029","Camden County","North Carolina",1227,1468,1059,1422,1477,1628,1306,874,406
"1906","37","031","Carteret County","North Carolina",6063,7144,6617,7268,7911,10411,12087,8269,3703
"1907","37","033","Caswell County","North Carolina",2198,2461,2596,2413,2807,3337,3411,2227,1154
"1908","37","035","Catawba County","North Carolina",18365,20472,19733,18012,20287,22848,19999,13457,6378
"1909","37","037","Chatham County","North Carolina",7521,8737,6395,7507,9470,10709,11033,8603,4495
"1910","37","039","Cherokee County","North Carolina",2423,2783,2546,2552,3057,4017,5228,4166,1840
"1911","37","041","Chowan County","North Carolina",1443,1638,1384,1447,1469,1888,2240,1561,873
"1912","37","043","Clay County","North Carolina",966,1109,927,969,1143,1516,2138,1763,700
"1913","37","045","Cleveland County","North Carolina",11372,12650,12494,10604,11603,14024,12583,8688,3929
"1914","37","047","Columbus County","North Carolina",5970,6755,7070,6480,6630,7350,7265,5362,2626
"1915","37","049","Craven County","North Carolina",12343,11944,17153,12016,10297,11584,12858,9261,4683
"1916","37","051","Cumberland County","North Carolina",48751,44480,65784,46998,35670,35887,30587,18068,9284
"1917","37","053","Currituck County","North Carolina",3319,3340,2967,3533,3455,4382,3874,2116,777
"1918","37","055","Dare County","North Carolina",3480,4111,3338,4247,4486,5648,6563,3650,1486
"1919","37","057","Davidson County","North Carolina",18892,21043,19524,18981,21396,24958,21403,14425,6987
"1920","37","059","Davie County","North Carolina",4534,5333,4407,4394,5386,6401,5980,4049,2362
"1921","37","061","Duplin County","North Carolina",7482,7922,6765,6496,7105,7646,7459,5089,2777
"1922","37","063","Durham County","North Carolina",38371,37779,51570,53529,40897,37371,33783,18778,9410
"1923","37","065","Edgecombe County","North Carolina",6095,6607,6286,5615,5650,6825,7431,4564,2399
"1924","37","067","Forsyth County","North Carolina",46456,52424,51239,47819,46726,50900,44481,27263,14987
"1925","37","069","Franklin County","North Carolina",7917,9003,8349,8139,9119,10253,9070,5307,2528
"1926","37","071","Gaston County","North Carolina",27123,28287,28326,28709,29913,31371,26233,16341,8226
"1927","37","073","Gates County","North Carolina",1149,1418,1224,1238,1251,1922,1685,1116,559
"1928","37","075","Graham County","North Carolina",842,1025,847,903,964,1155,1217,952,536
"1929","37","077","Granville County","North Carolina",6376,7481,7202,7162,7989,9312,7807,4774,2340
"1930","37","079","Greene County","North Carolina",2187,2433,2907,2881,2807,2782,2749,1538,785
"1931","37","081","Guilford County","North Carolina",63839,75523,77076,68601,67068,69638,59087,36781,19561
"1932","37","083","Halifax County","North Carolina",5564,6120,5788,5564,5384,7217,7165,4639,2569
"1933","37","085","Harnett County","North Carolina",19911,18891,18569,21009,16924,16036,13171,7910,3555
"1934","37","087","Haywood County","North Carolina",6127,6271,6463,6912,7308,8827,9491,7218,3700
"1935","37","089","Henderson County","North Carolina",11583,12487,11475,12553,13661,15829,17880,14538,7411
"1936","37","091","Hertford County","North Carolina",2252,3163,3087,2718,2577,3265,3329,2080,1206
"1937","37","093","Hoke County","North Carolina",8953,7202,7986,9266,6761,6357,5163,2472,1074
"1938","37","095","Hyde County","North Carolina",429,503,525,631,631,665,856,438,259
"1939","37","097","Iredell County","North Carolina",20953,24456,21553,21855,24895,26874,21365,13708,6147
"1940","37","099","Jackson County","North Carolina",3990,6187,7820,4698,4531,5082,5699,4150,1781
"1941","37","101","Johnston County","North Carolina",27523,30035,24498,27538,30494,28932,21876,13081,5362
"1942","37","103","Jones County","North Carolina",916,979,977,1014,1027,1406,1581,1010,509
"1943","37","105","Lee County","North Carolina",7954,8115,7738,7585,7618,8371,7394,4545,2459
"1944","37","107","Lenoir County","North Carolina",6571,7200,6641,6008,6333,7619,7764,5059,2754
"1945","37","109","Lincoln County","North Carolina",9383,10537,9214,9799,11990,13461,11390,7323,3014
"1946","37","111","McDowell County","North Carolina",4734,5319,5338,5014,5921,6528,6391,4355,2156
"1947","37","113","Macon County","North Carolina",3512,3763,3393,3614,3546,4769,5946,4880,2435
"1948","37","115","Madison County","North Carolina",2030,2509,2572,2424,2685,2892,3266,2278,1099
"1949","37","117","Martin County","North Carolina",2446,2526,2429,2208,2423,3129,3621,2434,1224
"1950","37","119","Mecklenburg County","North Carolina",143584,143023,170066,178000,154126,137069,101293,55372,27823
"1951","37","121","Mitchell County","North Carolina",1442,1548,1572,1560,1721,2126,2323,1754,918
"1952","37","123","Montgomery County","North Carolina",2994,3567,3180,2758,3210,3708,3920,2612,1224
"1953","37","125","Moore County","North Carolina",11951,11447,10004,12733,11250,12386,13414,11058,6637
"1954","37","127","Nash County","North Carolina",10863,12156,11846,10457,11393,13155,12439,8160,3829
"1955","37","129","New Hanover County","North Carolina",22850,27930,37686,29294,29016,29330,29404,19546,9417
"1956","37","131","Northampton County","North Carolina",1746,1955,2110,1891,1985,2788,3347,2356,1305
"1957","37","133","Onslow County","North Carolina",30921,25948,52951,28226,17038,15861,14307,8459,4227
"1958","37","135","Orange County","North Carolina",14314,23365,28129,16452,17793,18138,16549,9505,4231
"1959","37","137","Pamlico County","North Carolina",957,1137,1180,1324,1239,1803,2414,1821,851
"1960","37","139","Pasquotank County","North Carolina",4776,5161,5369,5308,4531,5153,4885,3127,1514
"1961","37","141","Pender County","North Carolina",7452,7840,6334,7680,8369,9051,8587,5429,2318
"1962","37","143","Perquimans County","North Carolina",1279,1463,1226,1382,1394,1889,2195,1782,853
"1963","37","145","Person County","North Carolina",4295,4669,4500,4203,4960,5793,5731,3560,1779
"1964","37","147","Pitt County","North Carolina",20744,25888,36704,21884,20531,19925,18644,10817,5605
"1965","37","149","Polk County","North Carolina",1594,2028,1820,1692,2118,3046,3676,2945,1805
"1966","37","151","Randolph County","North Carolina",16722,18487,17246,16126,18261,20985,18005,12092,5743
"1967","37","153","Richmond County","North Carolina",5604,5775,5981,4930,5521,5915,5531,3762,1810
"1968","37","155","Robeson County","North Carolina",17622,18937,17797,15108,16008,16394,15128,9392,4239
"1969","37","157","Rockingham County","North Carolina",9632,10591,10245,9661,11090,13692,13213,8457,4429
"1970","37","159","Rowan County","North Carolina",16372,18503,18120,16617,17577,19946,17671,11500,5782
"1971","37","161","Rutherford County","North Carolina",7065,8006,7352,6845,8157,9753,9636,6878,3337
"1972","37","163","Sampson County","North Carolina",8335,8665,7567,6950,7860,8402,7860,5110,2782
"1973","37","165","Scotland County","North Carolina",4498,4406,4750,3979,4150,4292,4287,2993,1468
"1974","37","167","Stanly County","North Carolina",7268,7735,7838,7439,7395,8818,7936,5683,2694
"1975","37","169","Stokes County","North Carolina",4298,5015,4978,4743,5706,7295,6690,4532,2334
"1976","37","171","Surry County","North Carolina",7747,8799,8397,7386,9063,10427,9538,6791,3635
"1977","37","173","Swain County","North Carolina",1801,1661,1809,1677,1689,1873,1812,1323,626
"1978","37","175","Transylvania County","North Carolina",2807,3282,3396,3296,3529,4362,5882,5055,2776
"1979","37","177","Tyrrell County","North Carolina",391,405,539,558,498,527,501,364,233
"1980","37","179","Union County","North Carolina",30094,40900,25835,26694,37306,34848,23410,14579,6193
"1981","37","181","Vance County","North Carolina",5662,5899,5688,4747,5057,5898,5842,3802,1940
"1982","37","183","Wake County","North Carolina",139541,154344,151349,165645,164396,144552,104415,59434,28085
"1983","37","185","Warren County","North Carolina",1826,2067,2136,2036,2036,2739,3374,2286,1231
"1984","37","187","Washington County","North Carolina",1231,1318,1298,986,1200,1610,1967,1259,711
"1985","37","189","Watauga County","North Carolina",3788,8107,14427,5443,5525,6222,6652,4094,1919
"1986","37","191","Wayne County","North Carolina",16215,15992,17732,14905,13800,15651,14908,9053,4875
"1987","37","193","Wilkes County","North Carolina",6974,8273,7638,7125,8426,9763,9655,6946,3612
"1988","37","195","Wilson County","North Carolina",9834,10854,10183,9423,9679,10975,10550,6789,3514
"1989","37","197","Yadkin County","North Carolina",4110,4529,4283,3952,4595,5853,4945,3554,1846
"1990","37","199","Yancey County","North Carolina",1718,1926,1883,1813,2121,2530,2800,2132,1146
"1991","38","001","Adams County","North Dakota",238,233,172,251,204,292,370,245,211
"1992","38","003","Barnes County","North Dakota",1077,1286,1256,1112,1067,1393,1518,1008,698
"1993","38","005","Benson County","North Dakota",1381,1191,785,745,567,750,790,402,221
"1994","38","007","Billings County","North Dakota",124,80,86,138,100,120,134,80,66
"1995","38","009","Bottineau County","North Dakota",718,808,627,639,605,838,1009,667,371
"1996","38","011","Bowman County","North Dakota",399,392,298,341,319,334,471,268,202
"1997","38","013","Burke County","North Dakota",304,262,211,252,206,264,315,193,108
"1998","38","015","Burleigh County","North Dakota",12624,12302,12588,13751,11035,11343,11242,6352,4389
"1999","38","017","Cass County","North Dakota",24311,22297,36373,28126,20176,18716,17062,8881,5981
"2000","38","019","Cavalier County","North Dakota",497,413,372,336,333,487,575,412,337
"2001","38","021","Dickey County","North Dakota",624,710,601,494,491,579,641,417,315
"2002","38","023","Divide County","North Dakota",299,264,169,255,193,334,331,242,177
"2003","38","025","Dunn County","North Dakota",663,517,523,610,449,585,616,246,215
"2004","38","027","Eddy County","North Dakota",307,279,215,234,205,311,367,196,173
"2005","38","029","Emmons County","North Dakota",323,375,322,263,299,473,523,361,302
"2006","38","031","Foster County","North Dakota",380,371,343,336,344,434,471,277,254
"2007","38","033","Golden Valley County","North Dakota",186,217,166,176,195,216,308,160,137
"2008","38","035","Grand Forks County","North Dakota",8914,8576,16950,9030,6342,6774,6701,3820,2344
"2009","38","037","Grant County","North Dakota",275,223,163,214,211,296,400,301,191
"2010","38","039","Griggs County","North Dakota",258,237,199,203,204,267,377,293,193
"2011","38","041","Hettinger County","North Dakota",380,297,255,292,237,303,336,209,190
"2012","38","043","Kidder County","North Dakota",301,261,221,281,254,298,438,251,175
"2013","38","045","LaMoure County","North Dakota",452,497,355,369,395,515,660,428,375
"2014","38","047","Logan County","North Dakota",225,229,175,159,177,250,267,198,170
"2015","38","049","McHenry County","North Dakota",734,748,527,650,634,799,808,520,325
"2016","38","051","McIntosh County","North Dakota",257,241,188,235,198,361,391,287,339
"2017","38","053","McKenzie County","North Dakota",2900,2213,2326,2371,1577,1599,1221,511,306
"2018","38","055","McLean County","North Dakota",1180,1047,843,1036,1011,1186,1600,1021,526
"2019","38","057","Mercer County","North Dakota",1073,979,778,962,824,1195,1251,684,441
"2020","38","059","Morton County","North Dakota",4286,3496,4116,4641,3583,3827,3778,2106,1531
"2021","38","061","Mountrail County","North Dakota",1765,1377,1637,1519,1234,1160,1118,516,219
"2022","38","063","Nelson County","North Dakota",304,298,275,295,268,404,487,318,230
"2023","38","065","Oliver County","North Dakota",272,261,125,229,197,256,330,202,87
"2024","38","067","Pembina County","North Dakota",757,771,602,863,679,882,1129,638,480
"2025","38","069","Pierce County","North Dakota",481,494,390,394,425,536,573,376,306
"2026","38","071","Ramsey County","North Dakota",1564,1411,1402,1307,1117,1516,1551,994,657
"2027","38","073","Ransom County","North Dakota",629,642,552,535,615,752,721,408,364
"2028","38","075","Renville County","North Dakota",283,274,245,256,246,349,345,188,141
"2029","38","077","Richland County","North Dakota",1994,2222,2450,1815,1560,1938,2136,1131,931
"2030","38","079","Rolette County","North Dakota",2666,2492,1725,1630,1451,1661,1463,724,364
"2031","38","081","Sargent County","North Dakota",472,437,437,405,441,540,572,375,219
"2032","38","083","Sheridan County","North Dakota",135,122,89,119,108,179,219,171,173
"2033","38","085","Sioux County","North Dakota",851,825,550,493,456,514,307,151,83
"2034","38","087","Slope County","North Dakota",86,76,81,71,64,114,134,73,51
"2035","38","089","Stark County","North Dakota",5142,4001,4508,5013,3194,3503,3046,1652,1430
"2036","38","091","Steele County","North Dakota",240,203,188,183,189,256,322,191,118
"2037","38","093","Stutsman County","North Dakota",2256,2463,2861,2481,2237,2682,2923,1594,1207
"2038","38","095","Towner County","North Dakota",263,238,178,235,170,350,370,210,175
"2039","38","097","Traill County","North Dakota",978,1083,947,905,868,1072,1043,618,522
"2040","38","099","Walsh County","North Dakota",1374,1304,1102,1118,1122,1478,1513,927,703
"2041","38","101","Ward County","North Dakota",9651,8230,13414,10090,7026,6790,6305,3577,2558
"2042","38","103","Wells County","North Dakota",441,417,317,327,339,568,606,448,371
"2043","38","105","Williams County","North Dakota",6838,4963,6224,6329,3998,3920,3091,1286,940
"2044","39","001","Adams County","Ohio",3454,3759,3049,2923,3545,3826,3705,2311,1126
"2045","39","003","Allen County","Ohio",12674,13869,13772,11932,11674,12958,12954,7820,4698
"2046","39","005","Ashland County","Ohio",6353,7450,7000,5883,5921,6824,7020,4449,2584
"2047","39","007","Ashtabula County","Ohio",11309,12110,11251,10934,11491,13805,13462,8389,4490
"2048","39","009","Athens County","Ohio",5035,11006,15853,7311,6524,6985,6903,3826,1884
"2049","39","011","Auglaize County","Ohio",5905,6074,5234,5176,5260,6155,5984,3550,2318
"2050","39","013","Belmont County","Ohio",6722,7114,8124,8144,7993,9284,9970,5930,3725
"2051","39","015","Brown County","Ohio",5234,5607,4877,4921,5485,6100,5749,3560,1899
"2052","39","017","Butler County","Ohio",47605,55392,56323,46515,45562,49547,43627,24988,13575
"2053","39","019","Carroll County","Ohio",2862,3321,2808,2753,3236,3934,4026,2582,1392
"2054","39","021","Champaign County","Ohio",4403,5191,4708,4335,4736,5579,4968,3261,1704
"2055","39","023","Clark County","Ohio",16080,17566,16397,15133,15285,17983,17589,11552,6498
"2056","39","025","Clermont County","Ohio",24492,26757,24663,26060,25550,29109,26834,15486,7477
"2057","39","027","Clinton County","Ohio",5119,5592,5286,4898,4992,5614,5498,3260,1709
"2058","39","029","Columbiana County","Ohio",10892,11715,11219,11660,12381,14327,15189,9304,5196
"2059","39","031","Coshocton County","Ohio",4804,4683,4069,4200,4104,4845,4929,3156,1810
"2060","39","033","Crawford County","Ohio",4782,5042,4787,4421,5005,5573,5723,3827,2334
"2061","39","035","Cuyahoga County","Ohio",139586,143627,170402,159856,139394,164135,161351,95226,61495
"2062","39","037","Darke County","Ohio",6391,6828,5694,5516,5855,7050,6634,4528,2617
"2063","39","039","Defiance County","Ohio",4505,5146,4558,4558,4510,4704,5125,3193,1788
"2064","39","041","Delaware County","Ohio",27691,31934,19885,27208,32814,28210,22138,13155,6142
"2065","39","043","Erie County","Ohio",7959,8536,8701,8022,8183,10268,11044,7390,4163
"2066","39","045","Fairfield County","Ohio",19722,21574,18639,19926,20737,21751,18151,11403,5671
"2067","39","047","Fayette County","Ohio",3561,3686,3348,3368,3543,3864,3637,2363,1155
"2068","39","049","Franklin County","Ohio",178507,164256,213307,213364,159954,152355,129229,69589,36195
"2069","39","051","Fulton County","Ohio",5210,5637,4836,4845,5062,5716,5705,3246,1869
"2070","39","053","Gallia County","Ohio",3716,3817,3519,3396,3560,3915,4031,2548,1396
"2071","39","055","Geauga County","Ohio",10528,12812,9713,8790,10617,14081,13564,8778,4766
"2072","39","057","Greene County","Ohio",19097,21860,25310,21263,18464,21873,21010,12892,7168
"2073","39","059","Guernsey County","Ohio",4611,4723,4633,4390,4500,5406,5338,3418,1856
"2074","39","061","Hamilton County","Ohio",105191,105859,116874,113488,91224,102839,96695,53030,32273
"2075","39","063","Hancock County","Ohio",9100,9735,9987,9591,8822,10011,9285,5814,3438
"2076","39","065","Hardin County","Ohio",3886,4749,5157,3171,3527,3828,3563,2250,1234
"2077","39","067","Harrison County","Ohio",1576,1842,1522,1559,1733,2212,2418,1422,756
